42,2025-02-11,42,2,Tuesday,February,2025,2025-Feb,11,42,6,2025-W06,2025-02-09,7,2025-W07,2025-02-10,Non-Holiday,Weekday
43,2025-02-12,43,2,Wednesday,February,2025,2025-Feb,12,43,6,2025-W06,2025-02-09,7,2025-W07,2025-02-10,Non-Holiday,Weekday
44,2025-02-13,44,2,Thursday,February,2025,2025-Feb,13,44,6,2025-W06,2025-02-09,7,2025-W07,2025-02-10,Non-Holiday,Weekday
45,2025-02-14,45,2,Friday,February,2025,2025-Feb,14,45,6,2025-W06,2025-02-09,7,2025-W07,2025-02-10,Non-Holiday,Weekday
46,2025-02-15,46,2,Saturday,February,2025,2025-Feb,15,46,6,2025-W06,2025-02-09,7,2025-W07,2025-02-10,Non-Holiday,Weekend
47,2025-02-16,47,2,Sunday,February,2025,2025-Feb,16,47,6,2025-W06,2025-02-16,7,2025-W07,2025-02-10,Non-Holiday,Weekend
48,2025-02-17,48,2,Monday,February,2025,2025-Feb,17,48,7,2025-W07,2025-02-16,8,2025-W08,2025-02-17,Non-Holiday,Weekday
49,2025-02-18,49,2,Tuesday,February,2025,2025-Feb,18,49,7,2025-W07,2025-02-16,8,2025-W08,2025-02-17,Non-Holiday,Weekday
50,2025-02-19,50,2,Wednesday,February,2025,2025-Feb,19,50,7,2025-W07,2025-02-16,8,2025-W08,2025-02-17,Non-Holiday,Weekday
51,2025-02-20,51,2,Thursday,February,2025,2025-Feb,20,51,7,2025-W07,2025-02-16,8,2025-W08,2025-02-17,Non-Holiday,Weekday
52,2025-02-21,52,2,Friday,February,2025,2025-Feb,21,52,7,2025-W07,2025-02-16,8,2025-W08,2025-02-17,Non-Holiday,Weekday
53,2025-02-22,53,2,Saturday,February,2025,2025-Feb,22,53,7,2025-W07,2025-02-16,8,2025-W08,2025-02-17,Non-Holiday,Weekend
54,2025-02-23,54,2,Sunday,February,2025,2025-Feb,23,54,7,2025-W07,2025-02-23,8,2025-W08,2025-02-17,Non-Holiday,Weekend
55,2025-02-24,55,2,Monday,February,2025,2025-Feb,24,55,8,2025-W08,2025-02-23,9,2025-W09,2025-02-24,Non-Holiday,Weekday
56,2025-02-25,56,2,Tuesday,February,2025,2025-Feb,25,56,8,2025-W08,2025-02-23,9,2025-W09,2025-02-24,Non-Holiday,Weekday
57,2025-02-26,57,2,Wednesday,February,2025,2025-Feb,26,57,8,2025-W08,2025-02-23,9,2025-W09,2025-02-24,Non-Holiday,Weekday
58,2025-02-27,58,2,Thursday,February,2025,2025-Feb,27,58,8,2025-W08,2025-02-23,9,2025-W09,2025-02-24,Non-Holiday,Weekday
59,2025-02-28,59,2,Friday,February,2025,2025-Feb,28,59,8,2025-W08,2025-02-23,9,2025-W09,2025-02-24,Non-Holiday,Weekday
60,2025-03-01,60,3,Saturday,March,2025,2025-Mar,1,60,8,2025-W08,2025-02-23,9,2025-W09,2025-02-24,Non-Holiday,Weekend
61,2025-03-02,61,3,Sunday,March,2025,2025-Mar,2,61,8,2025-W08,2025-03-02,9,2025-W09,2025-02-24,Non-Holiday,Weekend
62,2025-03-03,62,3,Monday,March,2025,2025-Mar,3,62,9,2025-W09,2025-03-02,10,2025-W10,2025-03-03,Non-Holiday,Weekday
63,2025-03-04,63,3,Tuesday,March,2025,2025-Mar,4,63,9,2025-W09,2025-03-02,10,2025-W10,2025-03-03,Non-Holiday,Weekday
64,2025-03-05,64,3,Wednesday,March,2025,2025-Mar,5,64,9,2025-W09,2025-03-02,10,2025-W10,2025-03-03,Non-Holiday,Weekday
65,2025-03-06,65,3,Thursday,March,2025,2025-Mar,6,65,9,2025-W09,2025-03-02,10,2025-W10,2025-03-03,Non-Holiday,Weekday
66,2025-03-07,66,3,Friday,March,2025,2025-Mar,7,66,9,2025-W09,2025-03-02,10,2025-W10,2025-03-03,Non-Holiday,Weekday
67,2025-03-08,67,3,Saturday,March,2025,2025-Mar,8,67,9,2025-W09,2025-03-02,10,2025-W10,2025-03-03,Non-Holiday,Weekend
68,2025-03-09,68,3,Sunday,March,2025,2025-Mar,9,68,9,2025-W09,2025-03-09,10,2025-W10,2025-03-03,Non-Holiday,Weekend
69,2025-03-10,69,3,Monday,March,2025,2025-Mar,10,69,10,2025-W10,2025-03-09,11,2025-W11,2025-03-10,Non-Holiday,Weekday
70,2025-03-11,70,3,Tuesday,March,2025,2025-Mar,11,70,10,2025-W10,2025-03-09,11,2025-W11,2025-03-10,Non-Holiday,Weekday
71,2025-03-12,71,3,Wednesday,March,2025,2025-Mar,12,71,10,2025-W10,2025-03-09,11,2025-W11,2025-03-10,Non-Holiday,Weekday
72,2025-03-13,72,3,Thursday,March,2025,2025-Mar,13,72,10,2025-W10,2025-03-09,11,2025-W11,2025-03-10,Non-Holiday,Weekday
73,2025-03-14,73,3,Friday,March,2025,2025-Mar,14,73,10,2025-W10,2025-03-09,11,2025-W11,2025-03-10,Non-Holiday,Weekday
74,2025-03-15,74,3,Saturday,March,2025,2025-Mar,15,74,10,2025-W10,2025-03-09,11,2025-W11,2025-03-10,Non-Holiday,Weekend
75,2025-03-16,75,3,Sunday,March,2025,2025-Mar,16,75,10,2025-W10,2025-03-16,11,2025-W11,2025-03-10,Non-Holiday,Weekend
76,2025-03-17,76,3,Monday,March,2025,2025-Mar,17,76,11,2025-W11,2025-03-16,12,2025-W12,2025-03-17,Non-Holiday,Weekday
77,2025-03-18,77,3,Tuesday,March,2025,2025-Mar,18,77,11,2025-W11,2025-03-16,12,2025-W12,2025-03-17,Non-Holiday,Weekday
78,2025-03-19,78,3,Wednesday,March,2025,2025-Mar,19,78,11,2025-W11,2025-03-16,12,2025-W12,2025-03-17,Non-Holiday,Weekday
79,2025-03-20,79,3,Thursday,March,2025,2025-Mar,20,79,11,2025-W11,2025-03-16,12,2025-W12,2025-03-17,Non-Holiday,Weekday
80,2025-03-21,80,3,Friday,March,2025,2025-Mar,21,80,11,2025-W11,2025-03-16,12,2025-W12,2025-03-17,Non-Holiday,Weekday
81,2025-03-22,81,3,Saturday,March,2025,2025-Mar,22,81,11,2025-W11,2025-03-16,12,2025-W12,2025-03-17,Non-Holiday,Weekend
82,2025-03-23,82,3,Sunday,March,2025,2025-Mar,23,82,11,2025-W11,2025-03-23,12,2025-W12,2025-03-17,Non-Holiday,Weekend
83,2025-03-24,83,3,Monday,March,2025,2025-Mar,24,83,12,2025-W12,2025-03-23,13,2025-W13,2025-03-24,Non-Holiday,Weekday
84,2025-03-25,84,3,Tuesday,March,2025,2025-Mar,25,84,12,2025-W12,2025-03-23,13,2025-W13,2025-03-24,Non-Holiday,Weekday
85,2025-03-26,85,3,Wednesday,March,2025,2025-Mar,26,85,12,2025-W12,2025-03-23,13,2025-W13,2025-03-24,Non-Holiday,Weekday
86,2025-03-27,86,3,Thursday,March,2025,2025-Mar,27,86,12,2025-W12,2025-03-23,13,2025-W13,2025-03-24,Non-Holiday,Weekday
87,2025-03-28,87,3,Friday,March,2025,2025-Mar,28,87,12,2025-W12,2025-03-23,13,2025-W13,2025-03-24,Non-Holiday,Weekday
88,2025-03-29,88,3,Saturday,March,2025,2025-Mar,29,88,12,2025-W12,2025-03-23,13,2025-W13,2025-03-24,Non-Holiday,Weekend
89,2025-03-30,89,3,Sunday,March,2025,2025-Mar,30,89,12,2025-W12,2025-03-30,13,2025-W13,2025-03-24,Non-Holiday,Weekend
90,2025-03-31,90,3,Monday,March,2025,2025-Mar,31,90,13,2025-W13,2025-03-30,14,2025-W14,2025-03-31,Non-Holiday,Weekday
91,2025-04-01,91,4,Tuesday,April,2025,2025-Apr,1,91,13,2025-W13,2025-03-30,14,2025-W14,2025-03-31,Non-Holiday,Weekday
92,2025-04-02,92,4,Wednesday,April,2025,2025-Apr,2,92,13,2025-W13,2025-03-30,14,2025-W14,2025-03-31,Non-Holiday,Weekday
93,2025-04-03,93,4,Thursday,April,2025,2025-Apr,3,93,13,2025-W13,2025-03-30,14,2025-W14,2025-03-31,Non-Holiday,Weekday
94,2025-04-04,94,4,Friday,April,2025,2025-Apr,4,94,13,2025-W13,2025-03-30,14,2025-W14,2025-03-31,Non-Holiday,Weekday
95,2025-04-05,95,4,Saturday,April,2025,2025-Apr,5,95,13,2025-W13,2025-03-30,14,2025-W14,2025-03-31,Non-Holiday,Weekend
96,2025-04-06,96,4,Sunday,April,2025,2025-Apr,6,96,13,2025-W13,2025-04-06,14,2025-W14,2025-03-31,Non-Holiday,Weekend
97,2025-04-07,97,4,Monday,April,2025,2025-Apr,7,97,14,2025-W14,2025-04-06,15,2025-W15,2025-04-07,Non-Holiday,Weekday
98,2025-04-08,98,4,Tuesday,April,2025,2025-Apr,8,98,14,2025-W14,2025-04-06,15,2025-W15,2025-04-07,Non-Holiday,Weekday
99,2025-04-09,99,4,Wednesday,April,2025,2025-Apr,9,99,14,2025-W14,2025-04-06,15,2025-W15,2025-04-07,Non-Holiday,Weekday
100,2025-04-10,100,4,Thursday,April,2025,2025-Apr,10,100,14,2025-W14,2025-04-06,15,2025-W15,2025-04-07,Non-Holiday,Weekday
101,2025-04-11,101,4,Friday,April,2025,2025-Apr,11,101,14,2025-W14,2025-04-06,15,2025-W15,2025-04-07,Non-Holiday,Weekday
102,2025-04-12,102,4,Saturday,April,2025,2025-Apr,12,102,14,2025-W14,2025-04-06,15,2025-W15,2025-04-07,Non-Holiday,Weekend
103,2025-04-13,103,4,Sunday,April,2025,2025-Apr,13,103,14,2025-W14,2025-04-13,15,2025-W15,2025-04-07,Non-Holiday,Weekend
104,2025-04-14,104,4,Monday,April,2025,2025-Apr,14,104,15,2025-W15,2025-04-13,16,2025-W16,2025-04-14,Non-Holiday,Weekday
105,2025-04-15,105,4,Tuesday,April,2025,2025-Apr,15,105,15,2025-W15,2025-04-13,16,2025-W16,2025-04-14,Non-Holiday,Weekday
106,2025-04-16,106,4,Wednesday,April,2025,2025-Apr,16,106,15,2025-W15,2025-04-13,16,2025-W16,2025-04-14,Non-Holiday,Weekday
107,2025-04-17,107,4,Thursday,April,2025,2025-Apr,17,107,15,2025-W15,2025-04-13,16,2025-W16,2025-04-14,Non-Holiday,Weekday
108,2025-04-18,108,4,Friday,April,2025,2025-Apr,18,108,15,2025-W15,2025-04-13,16,2025-W16,2025-04-14,Non-Holiday,Weekday
109,2025-04-19,109,4,Saturday,April,2025,2025-Apr,19,109,15,2025-W15,2025-04-13,16,2025-W16,2025-04-14,Non-Holiday,Weekend
110,2025-04-20,110,4,Sunday,April,2025,2025-Apr,20,110,15,2025-W15,2025-04-20,16,2025-W16,2025-04-14,Non-Holiday,Weekend
111,2025-04-21,111,4,Monday,April,2025,2025-Apr,21,111,16,2025-W16,2025-04-20,17,2025-W17,2025-04-21,Non-Holiday,Weekday
112,2025-04-22,112,4,Tuesday,April,2025,2025-Apr,22,112,16,2025-W16,2025-04-20,17,2025-W17,2025-04-21,Non-Holiday,Weekday
113,2025-04-23,113,4,Wednesday,April,2025,2025-Apr,23,113,16,2025-W16,2025-04-20,17,2025-W17,2025-04-21,Non-Holiday,Weekday
114,2025-04-24,114,4,Thursday,April,2025,2025-Apr,24,114,16,2025-W16,2025-04-20,17,2025-W17,2025-04-21,Non-Holiday,Weekday
115,2025-04-25,115,4,Friday,April,2025,2025-Apr,25,115,16,2025-W16,2025-04-20,17,2025-W17,2025-04-21,Non-Holiday,Weekday
116,2025-04-26,116,4,Saturday,April,2025,2025-Apr,26,116,16,2025-W16,2025-04-20,17,2025-W17,2025-04-21,Non-Holiday,Weekend
117,2025-04-27,117,4,Sunday,April,2025,2025-Apr,27,117,16,2025-W16,2025-04-27,17,2025-W17,2025-04-21,Non-Holiday,Weekend
118,2025-04-28,118,4,Monday,April,2025,2025-Apr,28,118,17,2025-W17,2025-04-27,18,2025-W18,2025-04-28,Non-Holiday,Weekday
119,2025-04-29,119,4,Tuesday,April,2025,2025-Apr,29,119,17,2025-W17,2025-04-27,18,2025-W18,2025-04-28,Non-Holiday,Weekday
120,2025-04-30,120,4,Wednesday,April,2025,2025-Apr,30,120,17,2025-W17,2025-04-27,18,2025-W18,2025-04-28,Non-Holiday,Weekday
121,2025-05-01,121,5,Thursday,May,2025,2025-May,1,121,17,2025-W17,2025-04-27,18,2025-W18,2025-04-28,Non-Holiday,Weekday
122,2025-05-02,122,5,Friday,May,2025,2025-May,2,122,17,2025-W17,2025-04-27,18,2025-W18,2025-04-28,Non-Holiday,Weekday
123,2025-05-03,123,5,Saturday,May,2025,2025-May,3,123,17,2025-W17,2025-04-27,18,2025-W18,2025-04-28,Non-Holiday,Weekend
124,2025-05-04,124,5,Sunday,May,2025,2025-May,4,124,17,2025-W17,2025-05-04,18,2025-W18,2025-04-28,Non-Holiday,Weekend
125,2025-05-05,125,5,Monday,May,2025,2025-May,5,125,18,2025-W18,2025-05-04,19,2025-W19,2025-05-05,Non-Holiday,Weekday
126,2025-05-06,126,5,Tuesday,May,2025,2025-May,6,126,18,2025-W18,2025-05-04,19,2025-W19,2025-05-05,Non-Holiday,Weekday
127,2025-05-07,127,5,Wednesday,May,2025,2025-May,7,127,18,2025-W18,2025-05-04,19,2025-W19,2025-05-05,Non-Holiday,Weekday
128,2025-05-08,128,5,Thursday,May,2025,2025-May,8,128,18,2025-W18,2025-05-04,19,2025-W19,2025-05-05,Non-Holiday,Weekday
129,2025-05-09,129,5,Friday,May,2025,2025-May,9,129,18,2025-W18,2025-05-04,19,2025-W19,2025-05-05,Non-Holiday,Weekday
130,2025-05-10,130,5,Saturday,May,2025,2025-May,10,130,18,2025-W18,2025-05-04,19,2025-W19,2025-05-05,Non-Holiday,Weekend
131,2025-05-11,131,5,Sunday,May,2025,2025-May,11,131,18,2025-W18,2025-05-11,19,2025-W19,2025-05-05,Non-Holiday,Weekend
132,2025-05-12,132,5,Monday,May,2025,2025-May,12,132,19,2025-W19,2025-05-11,20,2025-W20,2025-05-12,Non-Holiday,Weekday
133,2025-05-13,133,5,Tuesday,May,2025,2025-May,13,133,19,2025-W19,2025-05-11,20,2025-W20,2025-05-12,Non-Holiday,Weekday
134,2025-05-14,134,5,Wednesday,May,2025,2025-May,14,134,19,2025-W19,2025-05-11,20,2025-W20,2025-05-12,Non-Holiday,Weekday
135,2025-05-15,135,5,Thursday,May,2025,2025-May,15,135,19,2025-W19,2025-05-11,20,2025-W20,2025-05-12,Non-Holiday,Weekday
136,2025-05-16,136,5,Friday,May,2025,2025-May,16,136,19,2025-W19,2025-05-11,20,2025-W20,2025-05-12,Non-Holiday,Weekday
137,2025-05-17,137,5,Saturday,May,2025,2025-May,17,137,19,2025-W19,2025-05-11,20,2025-W20,2025-05-12,Non-Holiday,Weekend
138,2025-05-18,138,5,Sunday,May,2025,2025-May,18,138,19,2025-W19,2025-05-18,20,2025-W20,2025-05-12,Non-Holiday,Weekend
139,2025-05-19,139,5,Monday,May,2025,2025-May,19,139,20,2025-W20,2025-05-18,21,2025-W21,2025-05-19,Non-Holiday,Weekday
140,2025-05-20,140,5,Tuesday,May,2025,2025-May,20,140,20,2025-W20,2025-05-18,21,2025-W21,2025-05-19,Non-Holiday,Weekday
141,2025-05-21,141,5,Wednesday,May,2025,2025-May,21,141,20,2025-W20,2025-05-18,21,2025-W21,2025-05-19,Non-Holiday,Weekday
142,2025-05-22,142,5,Thursday,May,2025,2025-May,22,142,20,2025-W20,2025-05-18,21,2025-W21,2025-05-19,Non-Holiday,Weekday
143,2025-05-23,143,5,Friday,May,2025,2025-May,23,143,20,2025-W20,2025-05-18,21,2025-W21,2025-05-19,Non-Holiday,Weekday
144,2025-05-24,144,5,Saturday,May,2025,2025-May,24,144,20,2025-W20,2025-05-18,21,2025-W21,2025-05-19,Non-Holiday,Weekend
145,2025-05-25,145,5,Sunday,May,2025,2025-May,25,145,20,2025-W20,2025-05-25,21,2025-W21,2025-05-19,Non-Holiday,Weekend
146,2025-05-26,146,5,Monday,May,2025,2025-May,26,146,21,2025-W21,2025-05-25,22,2025-W22,2025-05-26,Non-Holiday,Weekday
147,2025-05-27,147,5,Tuesday,May,2025,2025-May,27,147,21,2025-W21,2025-05-25,22,2025-W22,2025-05-26,Non-Holiday,Weekday
148,2025-05-28,148,5,Wednesday,May,2025,2025-May,28,148,21,2025-W21,2025-05-25,22,2025-W22,2025-05-26,Non-Holiday,Weekday
149,2025-05-29,149,5,Thursday,May,2025,2025-May,29,149,21,2025-W21,2025-05-25,22,2025-W22,2025-05-26,Non-Holiday,Weekday
150,2025-05-30,150,5,Friday,May,2025,2025-May,30,150,21,2025-W21,2025-05-25,22,2025-W22,2025-05-26,Non-Holiday,Weekday
151,2025-05-31,151,5,Saturday,May,2025,2025-May,31,151,21,2025-W21,2025-05-25,22,2025-W22,2025-05-26,Non-Holiday,Weekend
152,2025-06-01,152,6,Sunday,June,2025,2025-Jun,1,152,21,2025-W21,2025-06-01,22,2025-W22,2025-05-26,Non-Holiday,Weekend
153,2025-06-02,153,6,Monday,June,2025,2025-Jun,2,153,22,2025-W22,2025-06-01,23,2025-W23,2025-06-02,Non-Holiday,Weekday
154,2025-06-03,154,6,Tuesday,June,2025,2025-Jun,3,154,22,2025-W22,2025-06-01,23,2025-W23,2025-06-02,Non-Holiday,Weekday
155,2025-06-04,155,6,Wednesday,June,2025,2025-Jun,4,155,22,2025-W22,2025-06-01,23,2025-W23,2025-06-02,Non-Holiday,Weekday
156,2025-06-05,156,6,Thursday,June,2025,2025-Jun,5,156,22,2025-W22,2025-06-01,23,2025-W23,2025-06-02,Non-Holiday,Weekday
157,2025-06-06,157,6,Friday,June,2025,2025-Jun,6,157,22,2025-W22,2025-06-01,23,2025-W23,2025-06-02,Non-Holiday,Weekday
158,2025-06-07,158,6,Saturday,June,2025,2025-Jun,7,158,22,2025-W22,2025-06-01,23,2025-W23,2025-06-02,Non-Holiday,Weekend
159,2025-06-08,159,6,Sunday,June,2025,2025-Jun,8,159,22,2025-W22,2025-06-08,23,2025-W23,2025-06-02,Non-Holiday,Weekend
160,2025-06-09,160,6,Monday,June,2025,2025-Jun,9,160,23,2025-W23,2025-06-08,24,2025-W24,2025-06-09,Non-Holiday,Weekday
161,2025-06-10,161,6,Tuesday,June,2025,2025-Jun,10,161,23,2025-W23,2025-06-08,24,2025-W24,2025-06-09,Non-Holiday,Weekday
162,2025-06-11,162,6,Wednesday,June,2025,2025-Jun,11,162,23,2025-W23,2025-06-08,24,2025-W24,2025-06-09,Non-Holiday,Weekday
163,2025-06-12,163,6,Thursday,June,2025,2025-Jun,12,163,23,2025-W23,2025-06-08,24,2025-W24,2025-06-09,Non-Holiday,Weekday
164,2025-06-13,164,6,Friday,June,2025,2025-Jun,13,164,23,2025-W23,2025-06-08,24,2025-W24,2025-06-09,Non-Holiday,Weekday
165,2025-06-14,165,6,Saturday,June,2025,2025-Jun,14,165,23,2025-W23,2025-06-08,24,2025-W24,2025-06-09,Non-Holiday,Weekend
166,2025-06-15,166,6,Sunday,June,2025,2025-Jun,15,166,23,2025-W23,2025-06-15,24,2025-W24,2025-06-09,Non-Holiday,Weekend
167,2025-06-16,167,6,Monday,June,2025,2025-Jun,16,167,24,2025-W24,2025-06-15,25,2025-W25,2025-06-16,Non-Holiday,Weekday
168,2025-06-17,168,6,Tuesday,June,2025,2025-Jun,17,168,24,2025-W24,2025-06-15,25,2025-W25,2025-06-16,Non-Holiday,Weekday
169,2025-06-18,169,6,Wednesday,June,2025,2025-Jun,18,169,24,2025-W24,2025-06-15,25,2025-W25,2025-06-16,Non-Holiday,Weekday
170,2025-06-19,170,6,Thursday,June,2025,2025-Jun,19,170,24,2025-W24,2025-06-15,25,2025-W25,2025-06-16,Non-Holiday,Weekday
171,2025-06-20,171,6,Friday,June,2025,2025-Jun,20,171,24,2025-W24,2025-06-15,25,2025-W25,2025-06-16,Non-Holiday,Weekday
172,2025-06-21,172,6,Saturday,June,2025,2025-Jun,21,172,24,2025-W24,2025-06-15,25,2025-W25,2025-06-16,Non-Holiday,Weekend
173,2025-06-22,173,6,Sunday,June,2025,2025-Jun,22,173,24,2025-W24,2025-06-22,25,2025-W25,2025-06-16,Non-Holiday,Weekend
174,2025-06-23,174,6,Monday,June,2025,2025-Jun,23,174,25,2025-W25,2025-06-22,26,2025-W26,2025-06-23,Non-Holiday,Weekday
175,2025-06-24,175,6,Tuesday,June,2025,2025-Jun,24,175,25,2025-W25,2025-06-22,26,2025-W26,2025-06-23,Non-Holiday,Weekday
176,2025-06-25,176,6,Wednesday,June,2025,2025-Jun,25,176,25,2025-W25,2025-06-22,26,2025-W26,2025-06-23,Non-Holiday,Weekday
177,2025-06-26,177,6,Thursday,June,2025,2025-Jun,26,177,25,2025-W25,2025-06-22,26,2025-W26,2025-06-23,Non-Holiday,Weekday
178,2025-06-27,178,6,Friday,June,2025,2025-Jun,27,178,25,2025-W25,2025-06-22,26,2025-W26,2025-06-23,Non-Holiday,Weekday
179,2025-06-28,179,6,Saturday,June,2025,2025-Jun,28,179,25,2025-W25,2025-06-22,26,2025-W26,2025-06-23,Non-Holiday,Weekend
180,2025-06-29,180,6,Sunday,June,2025,2025-Jun,29,180,25,2025-W25,2025-06-29,26,2025-W26,2025-06-23,Non-Holiday,Weekend
181,2025-06-30,181,6,Monday,June,2025,2025-Jun,30,181,26,2025-W26,2025-06-29,27,2025-W27,2025-06-30,Non-Holiday,Weekday
182,2025-07-01,182,7,Tuesday,July,2025,2025-Jul,1,182,26,2025-W26,2025-06-29,27,2025-W27,2025-06-30,Non-Holiday,Weekday
